,date,lme_copper_cash,lme_copper_three_month,lme_copper_stock
2343,07. January 2013,"7,995.50","8,032.50","319,400"
2344,04. January 2013,"8,026.00","8,060.00","320,225"
2345,03. January 2013,"8,140.50","8,166.00","320,000"
2346,02. January 2013,"8,085.00","8,112.00","320,500"
2347,31. December 2012,"7,915.00","7,930.00","320,050"
2348,28. December 2012,"7,870.00","7,875.00","318,050"
2349,27. December 2012,"7,871.50","7,900.00","318,000"
2350,24. December 2012,"7,780.00","7,801.50","317,350"
2351,21. December 2012,"7,768.50","7,792.00","312,400"
2352,20. December 2012,"7,825.50","7,852.00","311,925"
2353,19. December 2012,"7,946.00","7,987.00","304,900"
2354,18. December 2012,"8,005.50","8,038.00","300,500"
2355,17. December 2012,"8,001.00","8,025.50","298,625"
2356,14. December 2012,"8,047.50","8,065.50","272,800"
2357,13. December 2012,"8,000.50","8,030.50","269,875"
2358,12. December 2012,"8,102.00","8,130.50","269,200"
2359,11. December 2012,"8,070.00","8,100.50","261,725"
2360,10. December 2012,"8,111.50","8,138.50","259,050"
2361,07. December 2012,"7,965.50","7,991.50","255,200"
2362,06. December 2012,"8,020.50","8,047.00","253,575"
2363,05. December 2012,"8,022.00","8,055.00","249,025"
2364,04. December 2012,"7,991.00","8,010.50","249,375"
2365,03. December 2012,"7,975.50","8,015.00","251,050"
2366,30. November 2012,"7,949.00","7,955.00","248,150"
2367,29. November 2012,"7,850.00","7,867.00","249,125"
2368,28. November 2012,"7,720.00","7,744.00","249,975"
2369,27. November 2012,"7,796.00","7,805.50","249,550"
2370,26. November 2012,"7,770.50","7,790.00","249,825"
2371,23. November 2012,"7,676.00","7,693.00","249,825"
2372,22. November 2012,"7,716.00","7,736.00","251,100"
2373,21. November 2012,"7,705.00","7,725.00","253,875"
2374,20. November 2012,"7,731.00","7,751.00","253,700"
2375,19. November 2012,"7,670.50","7,693.50","254,050"
2376,16. November 2012,"7,573.00","7,583.50","255,175"
2377,15. November 2012,"7,605.50","7,616.00","253,475"
2378,14. November 2012,"7,635.00","7,643.00","254,175"
2379,13. November 2012,"7,606.50","7,614.00","254,350"
2380,12. November 2012,"7,626.50","7,640.00","245,500"
2381,09. November 2012,"7,540.50","7,536.50","246,275"
2382,08. November 2012,"7,605.50","7,609.00","244,850"
2383,07. November 2012,"7,654.50","7,662.00","245,575"
2384,06. November 2012,"7,661.00","7,671.00","247,400"
2385,05. November 2012,"7,604.00","7,607.00","241,325"
2386,02. November 2012,"7,765.50","7,785.00","242,975"
2387,01. November 2012,"7,811.00","7,815.50","239,600"
2388,31. October 2012,"7,819.00","7,824.00","239,775"
2389,30. October 2012,"7,760.00","7,760.00","240,525"
2390,29. October 2012,"7,720.00","7,711.00","240,450"
2391,26. October 2012,"7,765.00","7,770.00","219,800"
2392,25. October 2012,"7,852.00","7,847.00","218,700"
2393,24. October 2012,"7,860.50","7,859.50","222,350"
2394,23. October 2012,"7,861.00","7,860.00","222,600"
2395,22. October 2012,"7,983.50","7,990.50","222,425"
2396,19. October 2012,"8,121.00","8,125.00","220,900"
2397,18. October 2012,"8,210.00","8,217.00","225,150"
2398,17. October 2012,"8,112.50","8,120.50","224,450"
2399,16. October 2012,"8,141.50","8,146.00","210,725"
2400,15. October 2012,"8,130.00","8,122.00","212,275"
2401,12. October 2012,"8,179.00","8,175.50","215,900"
2402,11. October 2012,"8,212.00","8,212.50","219,550"
2403,10. October 2012,"8,124.50","8,128.00","219,425"
2404,09. October 2012,"8,183.00","8,189.50","221,050"
2405,08. October 2012,"8,133.00","8,135.50","222,500"
2406,05. October 2012,"8,299.00","8,295.50","222,675"
2407,04. October 2012,"8,325.00","8,330.00","223,400"
2408,03. October 2012,"8,276.00","8,284.50","223,450"
2409,02. October 2012,"8,340.00","8,339.00","224,150"
2410,01. October 2012,"8,191.50","8,190.50","223,500"
2411,28. September 2012,"8,267.50","8,247.00","219,400"
2412,27. September 2012,"8,175.00","8,173.00","220,075"
2413,26. September 2012,"8,130.50","8,133.50","220,525"
2414,25. September 2012,"8,235.50","8,240.00","220,300"
2415,24. September 2012,"8,155.50","8,168.00","219,950"
2416,21. September 2012,"8,282.00","8,280.50","219,475"
2417,20. September 2012,"8,202.00","8,220.00","220,350"
2418,19. September 2012,"8,323.00","8,330.50","212,575"
2419,18. September 2012,"8,224.00","8,250.00","213,925"
2420,17. September 2012,"8,293.00","8,312.00","216,700"
2421,14. September 2012,"8,400.50","8,403.00","217,175"
2422,13. September 2012,"8,055.50","8,075.50","216,325"
2423,12. September 2012,"8,100.50","8,115.50","215,775"
2424,11. September 2012,"8,080.00","8,080.00","214,600"
2425,10. September 2012,"8,032.00","8,050.50","214,650"
2426,07. September 2012,"7,844.00","7,855.50","215,950"
2427,06. September 2012,"7,670.50","7,680.50","213,225"
2428,05. September 2012,"7,606.50","7,615.50","215,050"
2429,04. September 2012,"7,640.50","7,650.00","218,800"
2430,03. September 2012,"7,649.50","7,658.00","225,275"
2431,31. August 2012,"7,576.50","7,591.00","229,900"
2432,30. August 2012,"7,611.00","7,625.00","230,175"
2433,29. August 2012,"7,524.50","7,541.00","234,025"
2434,28. August 2012,"7,606.00","7,616.00","234,200"
2435,24. August 2012,"7,600.50","7,617.00","235,550"
2436,23. August 2012,"7,667.50","7,676.00","237,150"
2437,22. August 2012,"7,571.50","7,577.00","234,175"
2438,21. August 2012,"7,510.00","7,524.50","234,500"
2439,20. August 2012,"7,433.00","7,442.00","234,150"
2440,17. August 2012,"7,496.00","7,508.00","234,550"
2441,16. August 2012,"7,386.00","7,397.00","235,250"
2442,15. August 2012,"7,386.00","7,391.00","236,375"
2443,14. August 2012,"7,407.00","7,420.00","237,500"
2444,13. August 2012,"7,426.50","7,445.00","239,175"
2445,10. August 2012,"7,430.50","7,439.50","241,250"
2446,09. August 2012,"7,495.50","7,510.00","243,600"
2447,08. August 2012,"7,525.50","7,525.50","245,600"
2448,07. August 2012,"7,567.00","7,561.00","245,050"
2449,06. August 2012,"7,400.00","7,411.00","245,950"
2450,03. August 2012,"7,327.00","7,328.00","244,725"
2451,02. August 2012,"7,386.50","7,395.00","246,800"
2452,01. August 2012,"7,500.00","7,505.00","248,625"
2453,31. July 2012,"7,581.00","7,586.00","248,825"
2454,30. July 2012,"7,520.00","7,530.00","249,075"
2455,27. July 2012,"7,555.00","7,560.50","250,300"
2456,26. July 2012,"7,510.50","7,512.00","249,900"
2457,25. July 2012,"7,441.00","7,441.00","251,425"
2458,24. July 2012,"7,396.00","7,405.00","251,450"
2459,23. July 2012,"7,387.00","7,389.50","252,550"
2460,20. July 2012,"7,625.00","7,638.00","253,225"
2461,19. July 2012,"7,765.00","7,761.50","252,550"
2462,18. July 2012,"7,596.00","7,595.50","253,575"
2463,17. July 2012,"7,671.00","7,680.00","252,900"
2464,16. July 2012,"7,636.00","7,640.50","251,625"
2465,13. July 2012,"7,689.50","7,674.50","251,675"
2466,12. July 2012,"7,510.00","7,485.50","251,375"
2467,11. July 2012,"7,525.50","7,520.50","252,350"
2468,10. July 2012,"7,556.00","7,555.00","253,275"
2469,09. July 2012,"7,520.50","7,527.00","253,350"
2470,06. July 2012,"7,600.00","7,618.00","254,450"
2471,05. July 2012,"7,761.50","7,767.00","252,725"
2472,04. July 2012,"7,695.50","7,706.00","253,525"
2473,03. July 2012,"7,777.00","7,776.00","255,175"
2474,02. July 2012,"7,647.50","7,637.00","256,300"
2475,29. June 2012,"7,604.50","7,585.50","257,150"
2476,28. June 2012,"7,421.00","7,410.00","256,100"
2477,27. June 2012,"7,354.00","7,336.00","254,875"
2478,26. June 2012,"7,347.00","7,350.00","253,250"
2479,25. June 2012,"7,342.50","7,335.00","253,200"
2480,22. June 2012,"7,320.00","7,281.50","252,975"
2481,21. June 2012,"7,426.00","7,430.00","252,150"
2482,20. June 2012,"7,555.50","7,565.50","250,350"
2483,19. June 2012,"7,505.50","7,510.50","251,675"
2484,18. June 2012,"7,475.50","7,481.50","249,125"
2485,15. June 2012,"7,521.00","7,515.50","249,450"
2486,14. June 2012,"7,376.50","7,400.00","245,075"
2487,13. June 2012,"7,397.50","7,416.00","243,425"
2488,12. June 2012,"7,384.00","7,395.50","239,550"
2489,11. June 2012,"7,396.00","7,405.50","235,200"
2490,08. June 2012,"7,251.50","7,270.00","229,675"
2491,07. June 2012,"7,480.50","7,481.00","229,300"
2492,06. June 2012,"7,459.50","7,450.00","231,200"
2493,01. June 2012,"7,364.00","7,365.50","230,875"
2494,31. May 2012,"7,517.00","7,499.00","230,675"
2495,30. May 2012,"7,545.00","7,546.00","227,100"
2496,29. May 2012,"7,685.50","7,676.50","225,800"
2497,28. May 2012,"7,740.00","7,719.00","223,050"
2498,25. May 2012,"7,695.50","7,655.00","223,500"
2499,24. May 2012,"7,660.50","7,615.00","224,075"
2500,23. May 2012,"7,630.50","7,590.50","225,700"
2501,22. May 2012,"7,775.00","7,742.00","223,975"
2502,21. May 2012,"7,800.50","7,746.00","224,375"
2503,18. May 2012,"7,795.50","7,745.50","221,175"
2504,17. May 2012,"7,708.00","7,680.00","217,450"
2505,16. May 2012,"7,710.00","7,665.00","215,350"
2506,15. May 2012,"7,854.00","7,829.00","216,350"
2507,14. May 2012,"7,980.00","7,851.00","218,300"
2508,11. May 2012,"8,080.00","7,995.00","221,275"
2509,10. May 2012,"8,195.50","8,053.00","219,850"
2510,09. May 2012,"8,089.00","7,975.00","220,925"
2511,08. May 2012,"8,234.00","8,133.00","228,450"
2512,04. May 2012,"8,296.00","8,225.50","230,625"
2513,03. May 2012,"8,318.00","8,256.00","235,200"
2514,02. May 2012,"8,401.00","8,329.00","238,950"
2515,01. May 2012,"8,528.00","8,391.00","241,550"
2516,30. April 2012,"8,529.50","8,377.00","248,350"
2517,27. April 2012,"8,443.50","8,323.00","251,825"
2518,26. April 2012,"8,356.00","8,260.00","255,350"
2519,25. April 2012,"8,285.50","8,205.00","256,400"
2520,24. April 2012,"8,194.00","8,095.00","256,875"
2521,23. April 2012,"8,125.00","8,050.00","258,850"
2522,20. April 2012,"8,120.50","8,083.00","261,150"
2523,19. April 2012,"8,045.50","8,005.00","262,700"
2524,18. April 2012,"8,085.00","8,040.00","261,150"
2525,17. April 2012,"8,100.50","8,016.00","261,075"
2526,16. April 2012,"8,054.00","7,991.50","261,700"
2527,13. April 2012,"8,165.50","8,125.00","264,400"
2528,12. April 2012,"8,185.00","8,140.00","266,075"
2529,11. April 2012,"8,115.00","8,100.00","267,150"
2530,10. April 2012,"8,256.00","8,227.00","268,400"
2531,05. April 2012,"8,365.50","8,341.00","264,775"
2532,04. April 2012,"8,451.50","8,449.00","259,675"
2533,03. April 2012,"8,575.50","8,566.50","260,650"
2534,02. April 2012,"8,480.00","8,466.00","257,550"
2535,30. March 2012,"8,480.00","8,441.50","256,275"
2536,29. March 2012,"8,360.00","8,335.00","255,625"
2537,28. March 2012,"8,480.50","8,430.00","256,150"
2538,27. March 2012,"8,512.00","8,490.50","257,575"
2539,26. March 2012,"8,485.00","8,450.00","254,000"
2540,23. March 2012,"8,400.50","8,379.00","255,175"
2541,22. March 2012,"8,320.00","8,290.00","255,450"
2542,21. March 2012,"8,470.50","8,443.00","258,325"
2543,20. March 2012,"8,437.00","8,409.00","260,825"
2544,19. March 2012,"8,575.00","8,546.00","262,575"
2545,16. March 2012,"8,620.50","8,595.00","263,825"
2546,15. March 2012,"8,490.50","8,480.00","267,750"
2547,14. March 2012,"8,468.00","8,461.50","270,625"
2548,13. March 2012,"8,530.00","8,530.00","273,000"
2549,12. March 2012,"8,401.50","8,402.00","273,925"
2550,09. March 2012,"8,390.50","8,395.00","276,025"
2551,08. March 2012,"8,390.00","8,390.00","280,025"
2552,07. March 2012,"8,261.00","8,260.50","280,900"
2553,06. March 2012,"8,335.50","8,343.00","283,575"
2554,05. March 2012,"8,502.00","8,505.50","285,825"
2555,02. March 2012,"8,575.00","8,584.00","289,000"
2556,01. March 2012,"8,570.00","8,568.50","292,250"
2557,29. February 2012,"8,585.00","8,590.50","296,425"
2558,28. February 2012,"8,658.00","8,647.00","298,850"
2559,27. February 2012,"8,436.00","8,427.00","300,475"
2560,24. February 2012,"8,441.00","8,445.00","303,500"
2561,23. February 2012,"8,408.00","8,406.50","304,875"
2562,22. February 2012,"8,391.00","8,410.00","305,725"
2563,21. February 2012,"8,325.00","8,329.00","305,425"
2564,20. February 2012,"8,234.00","8,236.00","305,875"
2565,17. February 2012,"8,370.00","8,385.00","306,375"
2566,16. February 2012,"8,209.50","8,220.00","311,125"
2567,15. February 2012,"8,395.50","8,416.00","313,050"
2568,14. February 2012,"8,405.00","8,425.00","313,800"
2569,13. February 2012,"8,512.00","8,530.00","313,500"
2570,10. February 2012,"8,591.00","8,606.00","312,750"
2571,09. February 2012,"8,520.50","8,546.00","313,600"
2572,08. February 2012,"8,586.00","8,607.00","316,350"
2573,07. February 2012,"8,335.50","8,362.00","320,000"
2574,06. February 2012,"8,463.00","8,491.00","323,150"
2575,03. February 2012,"8,320.00","8,345.00","326,100"
2576,02. February 2012,"8,339.00","8,355.00","328,675"
2577,01. February 2012,"8,351.50","8,395.00","329,300"
2578,31. January 2012,"8,485.50","8,495.50","330,825"
2579,30. January 2012,"8,399.00","8,409.00","333,125"
2580,27. January 2012,"8,610.00","8,622.50","335,425"
2581,26. January 2012,"8,560.00","8,570.00","337,875"
2582,25. January 2012,"8,271.00","8,295.00","339,750"
2583,24. January 2012,"8,267.00","8,282.50","342,250"
2584,23. January 2012,"8,333.00","8,349.00","345,775"
2585,20. January 2012,"8,230.50","8,255.50","348,750"
2586,19. January 2012,"8,350.50","8,370.00","351,200"
2587,18. January 2012,"8,156.00","8,171.50","352,500"
2588,17. January 2012,"8,185.00","8,203.00","353,425"
2589,16. January 2012,"8,021.00","8,025.50","354,575"
2590,13. January 2012,"7,965.50","7,980.00","356,825"
2591,12. January 2012,"7,946.00","7,961.00","358,250"
2592,11. January 2012,"7,689.50","7,700.50","364,250"
2593,10. January 2012,"7,641.00","7,652.00","365,375"
2594,09. January 2012,"7,503.00","7,508.00","366,900"
2595,06. January 2012,"7,515.00","7,540.00","368,125"
2596,05. January 2012,"7,471.00","7,485.50","368,400"
2597,04. January 2012,"7,652.00","7,665.50","369,150"
2598,03. January 2012,"7,661.00","7,680.00","371,575"
2599,30. December 2011,"7,554.00","7,570.00","370,900"
2600,29. December 2011,"7,372.00","7,386.00","370,400"
2601,28. December 2011,"7,502.00","7,532.00","371,625"
2602,23. December 2011,"7,590.00","7,615.00","372,300"
2603,22. December 2011,"7,492.50","7,520.00","371,950"
2604,21. December 2011,"7,415.50","7,427.00","371,300"
2605,20. December 2011,"7,275.00","7,302.50","370,850"
2606,19. December 2011,"7,286.50","7,302.00","373,950"
2607,16. December 2011,"7,340.00","7,360.00","381,250"
2608,15. December 2011,"7,264.00","7,290.00","382,075"
2609,14. December 2011,"7,350.00","7,372.00","382,150"
2610,13. December 2011,"7,586.00","7,619.00","383,025"
2611,12. December 2011,"7,611.50","7,644.50","385,575"
2612,09. December 2011,"7,800.50","7,826.00","386,075"
2613,08. December 2011,"7,800.50","7,825.00","387,400"
2614,07. December 2011,"7,809.00","7,835.50","389,450"
2615,06. December 2011,"7,766.00","7,795.00","390,100"
2616,05. December 2011,"7,845.00","7,875.00","389,500"
2617,02. December 2011,"7,890.00","7,920.00","388,150"
2618,01. December 2011,"7,801.00","7,826.00","386,700"
2619,30. November 2011,"7,405.50","7,430.00","386,625"
2620,29. November 2011,"7,448.00","7,471.00","390,525"
2621,28. November 2011,"7,381.00","7,401.00","392,775"
2622,25. November 2011,"7,196.50","7,230.00","394,725"
2623,24. November 2011,"7,271.50","7,296.00","395,975"
2624,23. November 2011,"7,176.00","7,195.00","397,525"
2625,22. November 2011,"7,398.00","7,422.00","397,075"
2626,21. November 2011,"7,301.00","7,335.50","395,975"
2627,18. November 2011,"7,582.50","7,610.00","398,250"
2628,17. November 2011,"7,501.50","7,525.50","399,625"
2629,16. November 2011,"7,592.00","7,620.00","400,925"
2630,15. November 2011,"7,632.00","7,685.00","403,300"
2631,14. November 2011,"7,731.50","7,741.50","405,400"
2632,11. November 2011,"7,451.00","7,480.00","407,700"
2633,10. November 2011,"7,456.00","7,471.00","410,025"
2634,09. November 2011,"7,672.00","7,695.00","412,150"
2635,08. November 2011,"7,820.50","7,836.00","412,325"
2636,07. November 2011,"7,775.50","7,805.00","415,325"
2637,04. November 2011,"7,930.00","7,945.00","417,850"
2638,03. November 2011,"7,845.00","7,865.00","422,125"
2639,02. November 2011,"7,912.00","7,926.00","423,275"
2640,01. November 2011,"7,660.00","7,651.00","424,750"
2641,31. October 2011,"7,900.50","7,922.00","429,375"
2642,28. October 2011,"7,981.50","8,000.50","432,375"
2643,27. October 2011,"8,040.00","8,040.00","434,675"
2644,26. October 2011,"7,720.50","7,735.00","437,425"
2645,25. October 2011,"7,590.50","7,602.00","439,150"
2646,24. October 2011,"7,380.50","7,381.00","444,275"
2647,21. October 2011,"7,062.00","7,085.00","447,800"
2648,20. October 2011,"6,916.50","6,930.00","450,850"
2649,19. October 2011,"7,305.50","7,328.00","452,175"
2650,18. October 2011,"7,271.00","7,294.50","451,925"
2651,17. October 2011,"7,566.00","7,570.00","451,650"
2652,14. October 2011,"7,500.50","7,520.00","450,200"
2653,13. October 2011,"7,328.00","7,348.00","453,100"
2654,12. October 2011,"7,419.00","7,438.00","457,000"
2655,11. October 2011,"7,215.50","7,240.50","458,525"
2656,10. October 2011,"7,314.00","7,346.50","462,525"
2657,07. October 2011,"7,250.00","7,278.00","467,100"
2658,06. October 2011,"7,095.50","7,121.00","471,725"
2659,05. October 2011,"6,860.50","6,881.00","474,925"
2660,04. October 2011,"6,785.00","6,812.00","475,025"
2661,03. October 2011,"6,795.00","6,820.00","474,950"
2662,30. September 2011,"7,131.50","7,160.00","473,700"
2663,29. September 2011,"6,975.50","6,996.00","470,700"
2664,28. September 2011,"7,416.00","7,450.00","466,675"
2665,27. September 2011,"7,528.00","7,540.00","467,400"
2666,26. September 2011,"7,226.00","7,240.50","463,575"
2667,23. September 2011,"7,290.00","7,261.00","464,550"
2668,22. September 2011,"7,790.50","7,806.00","466,075"
2669,21. September 2011,"8,221.00","8,254.50","466,950"
2670,20. September 2011,"8,397.50","8,421.00","466,925"
2671,19. September 2011,"8,415.00","8,436.00","469,125"
2672,16. September 2011,"8,781.50","8,812.00","466,025"
2673,15. September 2011,"8,709.50","8,725.50","466,150"
